,type,geometry-type,geometry-coordinates-0,geometry-coordinates-1,properties-jaar,properties-klooster_id,properties-orde,properties-regel,properties-orde_en,properties-symbol,properties-idL,properties-ST,properties-KR,properties-TI,properties-TIE
502,Feature,Point,5.191847905,52.09033044,1518,U03,benedictijnen,regel van Benedictus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_0.svg,U03,benedictijnen,regel van Benedictus,"Utrecht, Benedictijnen: Oostbroek","Utrecht, Benedictines: Oostbroek"
503,Feature,Point,5.179169187,52.10182318,1518,U04,benedictinessen,regel van Benedictus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_0.svg,U04,benedictinessen,regel van Benedictus,"Utrecht, Benedictinessen: Oostbroek","Utrecht, Benedictine Nuns: Oostbroek"
504,Feature,Point,5.114567881,52.09263389,1518,U05,johannieters,johannieterregel,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_3.svg,U05,johannieters,johannieterregel,"Utrecht, Johannieters: Catharina","Utrecht, Knights Hospitaller: Catharina"
505,Feature,Point,5.13914,52.091996,1518,U06,benedictinessen,regel van Benedictus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_0.svg,U06,benedictinessen,regel van Benedictus,"Utrecht, Benedictinessen: Oudwijk","Utrecht, Benedictine Nuns: Oudwijk"
506,Feature,Point,5.12777283,52.08585025,1518,U07,cisterciënzerinnen,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_0.svg,U07,cisterciënzerinnen,regel van Benedictus,"Utrecht, Cisterciënzerinnen: Servatius","Utrecht, Cistercian Nuns: Servatius"
507,Feature,Point,5.118802969,52.08809585,1518,U08,Duitse Orde,regel van de Duitse Orde,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_3.svg,U08,Duitse Orde,regel van de Duitse Orde,"Utrecht, Duitse Orde","Utrecht, Teutonic Order"
508,Feature,Point,5.118557621,52.09523823,1518,U09,dominicanen,regel van Augustinus,d,http://geoplaza.vu.nl/projects/kloosters/svg/diamond_m_1.svg,U09,dominicanen,regel van Augustinus,"Utrecht, Dominicanen","Utrecht, Dominicans"
509,Feature,Point,5.083569196,52.11823934,1518,U10,cisterciënzerinnen,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_0.svg,U10,cisterciënzerinnen,regel van Benedictus,"Utrecht, Cisterciënzerinnen: Mariëndaal","Utrecht, Cistercian Nuns: Mariëndaal"
510,Feature,Point,5.120475127,52.09315049,1518,U11,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,U11,observante franciscanen,regel van Franciscus,"Utrecht, Franciscanen","Utrecht, Friars Minor"
511,Feature,Point,5.125721589,52.09510701,1518,U13,norbertinessen,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_1.svg,U13,norbertinessen,regel van Augustinus,"Utrecht, Norbertinessen: Wittevrouwen","Utrecht, Premonstratensian Canonesses: Wittevrouwen"
512,Feature,Point,5.121397486,52.09568694,1518,U14,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,U14,begijnen,geen,"Utrecht, Begijnhof","Utrecht, Beguinage"
513,Feature,Point,5.120751763,52.0872121,1518,U15,regulieren van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_m_1.svg,U15,regulieren van Windesheim,regel van Augustinus,"Utrecht, Regulieren: OLV en Twaalf Apostelen","Utrecht, Canons Regular: OLV en Twaalf Apostelen"
514,Feature,Point,5.12441082,52.08267502,1518,U17,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,U17,tertiarissen,derde regel van Franciscus,"Utrecht, Tertiarissen: Nicolaas","Utrecht, Tertiaries: Nicholas"
515,Feature,Point,5.098275775,52.10837757,1518,U19,kartuizers,kartuizerregel,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_4.svg,U19,kartuizers,kartuizerregel,"Utrecht, Kartuizers: Nieuwlicht","Utrecht, Carthusians: Nieuwlicht"
516,Feature,Point,5.117794369,52.09303387,1518,U20,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,U20,tertiarissen,derde regel van Franciscus,"Utrecht, Tertiarissen: Caecilia","Utrecht, Tertiaries: Caecilia"
517,Feature,Point,5.122135937,52.08844968,1518,U21,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,U21,regularissen,regel van Augustinus,"Utrecht, Regularissen: Ursula","Utrecht, Canonesses Regular: Ursula"
518,Feature,Point,5.137362532,52.09507366,1518,U22,regulieren van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_m_1.svg,U22,regulieren van Windesheim,regel van Augustinus,"Utrecht, Regulieren: Vredendaal","Utrecht, Canons Regular: Vredendaal"
519,Feature,Point,5.125946243,52.08365092,1518,U23,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,U23,regularissen,regel van Augustinus,"Utrecht, Regularissen: Agnes","Utrecht, Canonesses Regular: Agnes"
520,Feature,Point,5.125922163,52.08805899,1518,U24,birgitten en birgittinessen,regel van Augustinus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleDown_d_1.svg,U24,birgitten en birgittinessen,regel van Augustinus,"Utrecht, Birgitten en birgittinessen","Utrecht, Bridgettine Monks and Nuns"
521,Feature,Point,5.127222222,52.08666667,1518,U25,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,U25,regularissen,regel van Augustinus,"Utrecht, Bekeerde vrouwen: Maria Egyptiaca","Utrecht, Converted Women: Maria Egyptiaca"
522,Feature,Point,5.125253001,52.09012018,1518,U26,regularissen van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_f_1.svg,U26,regularissen van Windesheim,regel van Augustinus,"Utrecht, Regularissen: Jeruzalem","Utrecht, Canonesses Regular: Jeruzalem"
523,Feature,Point,5.107797639,52.09768526,1518,U27,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,U27,tertiarissen,derde regel van Franciscus,"Utrecht, Tertiarissen: Bethlehem","Utrecht, Tertiaries: Bethlehem"
524,Feature,Point,5.124641193,52.09284813,1518,U28,cellebroeders,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_1.svg,U28,cellebroeders,regel van Augustinus,"Utrecht, Cellebroeders","Utrecht, Alexians"
525,Feature,Point,5.124448342,52.08728575,1518,U29,karmelieten,regel van de karmelieten,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_4.svg,U29,karmelieten,regel van de karmelieten,"Utrecht, Karmelieten","Utrecht, Carmelites"
526,Feature,Point,5.126123413,52.09042663,1518,U30,broeders des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_5.svg,U30,broeders des gemenen levens,geen,"Utrecht, Broeders des gemenen levens: Hieronymus","Utrecht, Brethren of the Common Life: Hieronymus"
527,Feature,Point,3.665305564,51.54578883,1518,V01,clarissen,regel van Clara,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_2.svg,V01,clarissen,regel van Clara,"Veere, Clarissen","Veere, Poor Clares"
528,Feature,Point,6.169685507,51.3689321,1518,V02,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,V02,begijnen,geen,"Venlo, Begijnen: Achter Sinterklaas, voortgezet als tertiarissen Heilige Geest","Venlo, Beguines: Achter Sinterklaas, continued as Tertiaries: Heilige Geest"
529,Feature,Point,6.169867137,51.36937962,1518,V03,kruisheren,regel van Augustinus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_1.svg,V03,kruisheren,regel van Augustinus,"Venlo, Kruisheren: Nicolaas","Venlo, Croziers: Nicolaas"
530,Feature,Point,6.169719173,51.36791475,1518,V04,regularissen van Venlo,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleV_f_1.svg,V04,regularissen van Venlo,regel van Augustinus,"Venlo, Regularissen: Mariaweide","Venlo, Canonesses Regular: Mariaweide"
531,Feature,Point,6.165971725,51.38933521,1518,V05,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,V05,tertiarissen,derde regel van Franciscus,"Venlo, Tertiarissen: Genooi","Venlo, Tertiaries: Genooi"
532,Feature,Point,6.168281278,51.36753505,1518,V09,sepulcrijnen,regel van Augustinus,I,http://geoplaza.vu.nl/projects/kloosters/svg/Ishape_m_1.svg,V09,sepulcrijnen,regel van Augustinus,"Venlo, Sepulcrijnen: Trans Cedron","Venlo, Canons Regular of the Holy Sepulchre: Trans Cedron"
533,Feature,Point,5.975987251,51.52908339,1518,V10,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,V10,regularissen,regel van Augustinus,"Venray, Regularissen: Ursula en Antonius","Venray, Canonesses Regular: Ursula en Antonius"
534,Feature,Point,6.017967309,51.52902554,1518,V12,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,V12,regularissen,regel van Augustinus,"Venray, Regularissen: Oostrum","Venray, Canonesses Regular: Oostrum"
535,Feature,Point,4.340854156,51.90808434,1518,V13,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,V13,tertiarissen,derde regel van Franciscus,"Vlaardingen, Tertiarissen: Caecilia","Vlaardingen, Tertiaries: Caecilia"
536,Feature,Point,6.009291944,52.67844546,1518,V14,tertianen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_2.svg,V14,tertianen,derde regel van Franciscus,"Vollenhove, Tertianen: Sint-Janskamp","Vollenhove, Male Tertiaries: Sint-Janskamp"
537,Feature,Point,5.956734349,52.67997767,1518,V15,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,V15,tertiarissen,derde regel van Franciscus,"Vollenhove, Tertiarissen: Clarenborch","Vollenhove, Tertiaries: Clarenborch"
538,Feature,Point,6.521777606,53.11364406,1518,V16,Duitse Orde,regel van de Duitse Orde,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_3.svg,V16,Duitse Orde,regel van de Duitse Orde,"Vries, Duitse Orde","Vries, Teutonic Order"
539,Feature,Point,5.296668325,51.66096418,1518,V17,Duitse Orde,regel van de Duitse Orde,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_3.svg,V17,Duitse Orde,regel van de Duitse Orde,"Vught, Duitse Orde","Vught, Teutonic Order"
540,Feature,Point,5.30005839,51.66384067,1518,V20,kartuizers,kartuizerregel,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_4.svg,V20,kartuizers,kartuizerregel,"Vught, Kartuizers: Sint Sophia","Vught, Carthusians: Sint Sophia"
541,Feature,Point,5.067302136,51.68958244,1518,W01,regularissen van Venlo,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleV_f_1.svg,W01,regularissen van Venlo,regel van Augustinus,"Waalwijk, Regularissen: OLV","Waalwijk, Canonesses Regular: Our Lady"
542,Feature,Point,4.8248933,52.07442642,1518,W02,johannieters,johannieterregel,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_3.svg,W02,johannieters,johannieterregel,"Waarder, Johannieters","Waarder, Knights Hospitaller"
543,Feature,Point,5.9248992,50.79660189,1518,W03,johannieters,johannieterregel,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_3.svg,W03,johannieters,johannieterregel,"Wahlwiller en Mechelen, Johannieters","Wahlwiller and Mechelen, Knights Hospitaller"
544,Feature,Point,5.468572303,51.87993719,1518,W04,zusters des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_5.svg,W04,zusters des gemenen levens,geen,"Wamel, Zusters des gemenen levens","Wamel, Sisters of the Common Life"
545,Feature,Point,5.474585685,51.8806737,1518,W05,clarissen,regel van Clara,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_2.svg,W05,clarissen,regel van Clara,"Wamel, Clarissen","Wamel, Poor Clares"
546,Feature,Point,6.57042019,53.3837542,1518,W06,johannieter nonnen,johannieterregel,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_3.svg,W06,johannieter nonnen,johannieterregel,"Warffum, Johannieter nonnen","Warffum, Hospitaller Nuns"
547,Feature,Point,4.496676853,52.19871332,1518,W07,cisterciënzers,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_0.svg,W07,cisterciënzers,regel van Benedictus,"Warmond, Cisterciënzers: Mariënhaven","Warmond, Cistercians: Mariënhaven"
548,Feature,Point,4.501260571,52.20168402,1518,W08,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,W08,tertiarissen,derde regel van Franciscus,"Warmond, Tertiarissen: Ursula","Warmond, Tertiaries: Ursula"
549,Feature,Point,4.270336915,52.02441107,1518,W09,cisterciënzers,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_0.svg,W09,cisterciënzers,regel van Benedictus,"Wateringen, Cisterciënzers","Wateringen, Cistercians"
550,Feature,Point,6.843127721,52.35593977,1518,W10,benedictinessen,regel van Benedictus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_0.svg,W10,benedictinessen,regel van Benedictus,"Weerselo, Benedictinessen","Weerselo, Benedictine Nuns"
551,Feature,Point,5.708213406,51.25273308,1518,W11,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,W11,regularissen,regel van Augustinus,"Weert, Regularissen: Mariawijngaard","Weert, Canonesses Regular: Mariawijngaard"
552,Feature,Point,5.71226407,51.25904097,1518,W12,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,W12,observante franciscanen,regel van Franciscus,"Weert, Franciscanen: Op de Biest","Weert, Friars Minor: Op de Biest"
553,Feature,Point,5.712450955,51.25861209,1518,W13,cellezusters,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_f_1.svg,W13,cellezusters,regel van Augustinus,"Weert, Cellezusters: Op de Biest","Weert, Alexian Sisters: Op de Biest"
554,Feature,Point,5.043537832,52.30598825,1518,W15,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,W15,tertiarissen,derde regel van Franciscus,"Weesp, Tertiarissen: Oude Hof","Weesp, Tertiaries: Oude Hof"
555,Feature,Point,5.043440619,52.30662059,1518,W16,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,W16,tertiarissen,derde regel van Franciscus,"Weesp, Tertiarissen: Jonge Hof","Weesp, Tertiaries: Jonge Hof"
556,Feature,Point,6.087777778,51.54861111,1518,W17,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,W17,regularissen,regel van Augustinus,"Well, Regularissen","Well, Canonesses Regular"
557,Feature,Point,3.985,51.50833333,1518,W18,johannieters,johannieterregel,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_3.svg,W18,johannieters,johannieterregel,"Wemeldinge, Johannieters","Wemeldinge, Knights Hospitaller"
558,Feature,Point,5.073423573,52.66147697,1518,W20,regulieren van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_m_1.svg,W20,regulieren van Windesheim,regel van Augustinus,"Westerblokker, Regulieren: Nieuwlicht","Westerblokker, Canons Regular: Nieuwlicht"
559,Feature,Point,5.090286932,52.6671438,1518,W21,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,W21,regularissen,regel van Augustinus,"Westerblokker, Regularissen: Bangert","Westerblokker, Canonesses Regular: Bangert"
560,Feature,Point,7.011133774,53.15995993,1518,W22,norbertinessen,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_1.svg,W22,norbertinessen,regel van Augustinus,"Westerlee, Norbertinessen: Heiligerlee","Westerlee, Premonstratensian Canonesses: Heiligerlee"
561,Feature,Point,5.347825577,51.9724032,1518,W23,dominicanessen,regel van Augustinus,d,http://geoplaza.vu.nl/projects/kloosters/svg/diamond_f_1.svg,W23,dominicanessen,regel van Augustinus,"Wijk bij Duurstede, Dominicanessen: Maria Magdalena","Wijk bij Duurstede, Dominican Nuns: Maria Magdalena"
562,Feature,Point,5.960591555,52.55421045,1518,W24,kartuizers,kartuizerregel,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_4.svg,W24,kartuizers,kartuizerregel,"Wilsum, Kartuizers: Sonnenberg","Wilsum, Carthusians: Sonnenberg"
563,Feature,Point,5.622430253,53.15888842,1518,W25,norbertinessen,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_1.svg,W25,norbertinessen,regel van Augustinus,"Winsum, Norbertinessen: Monnikebajum","Winsum, Premonstratensian Canonesses: Monnikebajum"
564,Feature,Point,6.515554641,53.33130239,1518,W26,dominicanen,regel van Augustinus,d,http://geoplaza.vu.nl/projects/kloosters/svg/diamond_m_1.svg,W26,dominicanen,regel van Augustinus,"Winsum, Dominicanen","Winsum, Dominicans"
565,Feature,Point,6.747991055,53.28709208,1518,W27,norbertijnen,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_1.svg,W27,norbertijnen,regel van Augustinus,"Wittewierum, Norbertijnen: Bloemhof","Wittewierum, Premonstratensians: Bloemhof"
566,Feature,Point,5.485092306,51.43848293,1518,W28,regulieren van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_m_1.svg,W28,regulieren van Windesheim,regel van Augustinus,"Woensel, Regulieren: Mariënhage","Woensel, Canons Regular: Mariënhage"
567,Feature,Point,5.445568787,52.97862753,1518,W29,zusters,geen,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_5.svg,W29,zusters,geen,"Workum, Tertiarissen: Mariënacker","Workum, Tertiaries: Mariënacker"
568,Feature,Point,5.00156707,51.81663104,1518,W30,tertiarissen van Sint Dominicus,regel van Munio de Zamora,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_4.svg,W30,tertiarissen van Sint-Dominicus,regel van Munio de Zamora,"Woudrichem, Tertiarissen van Sint Dominicus","Woudrichem, Tertiaries of St Dominic"
569,Feature,Point,5.004124996,51.81743836,1518,W31,kruisheren,regel van Augustinus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_1.svg,W31,kruisheren,regel van Augustinus,"Woudrichem, Kruisheren","Woudrichem, Croziers"
570,Feature,Point,5.627698148,52.94232378,1518,W32,karmelieten,regel van de karmelieten,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_4.svg,W32,karmelieten,regel van de karmelieten,"Woudsend, Karmelieten","Woudsend, Carmelites"
571,Feature,Point,5.246388889,51.81277778,1518,Z02,regulieren van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_m_1.svg,Z02,regulieren van Windesheim,regel van Augustinus,"Zaltbommel, Regulieren: Pieterswiel","Zaltbommel, Canons Regular: Pieterswiel"
572,Feature,Point,5.245427544,51.81094699,1518,Z03,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,Z03,regularissen,regel van Augustinus,"Zaltbommel, Regularissen: Maria Magdalena","Zaltbommel, Canonesses Regular: Maria Magdalena"
573,Feature,Point,5.254136066,51.81241751,1518,Z04,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,Z04,regularissen,regel van Augustinus,"Zaltbommel, Regularissen: Agnes","Zaltbommel, Canonesses Regular: Agnes"
574,Feature,Point,5.4309583,51.89553718,1518,Z06,dominicanessen,regel van Augustinus,d,http://geoplaza.vu.nl/projects/kloosters/svg/diamond_f_1.svg,Z06,dominicanessen,regel van Augustinus,"Zandwijk, Dominicanessen: Westroijen","Zandwijk, Dominican Nuns: Westroijen"
575,Feature,Point,5.402679037,51.85445224,1518,Z07,norbertinessen,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_1.svg,Z07,norbertinessen,regel van Augustinus,"Zennewijnen, Norbertinessen: Mariënschoot","Zennewijnen, Premonstratensian Canonesses: Mariënschoot"
576,Feature,Point,3.918422882,51.64780054,1518,Z09,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,Z09,begijnen,geen,"Zierikzee, Begijnhof","Zierikzee, Beguinage"
577,Feature,Point,3.919000047,51.64879475,1518,Z11,dominicanen,regel van Augustinus,d,http://geoplaza.vu.nl/projects/kloosters/svg/diamond_m_1.svg,Z11,dominicanen,regel van Augustinus,"Zierikzee, Dominicanen","Zierikzee, Dominicans"
578,Feature,Point,3.915980624,51.64862954,1518,Z12,cisterciënzers,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_0.svg,Z12,cisterciënzers,regel van Benedictus,"Zierikzee, Begarden / Cisterciënzers","Zierikzee, Beghards / Cistercians"
579,Feature,Point,3.924142809,51.64730608,1518,Z13,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,Z13,tertiarissen,derde regel van Franciscus,"Zierikzee, Tertiarissen: Nazareth","Zierikzee, Tertiaries: Nazareth"
580,Feature,Point,3.920964905,51.6526418,1518,Z14,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,Z14,regularissen,regel van Augustinus,"Zierikzee, Regularissen: Driekoningen","Zierikzee, Canonesses Regular: Driekoningen"
581,Feature,Point,3.914386032,51.6515349,1518,Z15,cellezusters,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_f_1.svg,Z15,cellezusters,regel van Augustinus,"Zierikzee, Cellezusters","Zierikzee, Alexian Sisters"
582,Feature,Point,6.195230973,52.14255733,1518,Z17,dominicanen,regel van Augustinus,d,http://geoplaza.vu.nl/projects/kloosters/svg/diamond_m_1.svg,Z17,dominicanen,regel van Augustinus,"Zutphen, Dominicanen","Zutphen, Dominicans"
583,Feature,Point,6.198813646,52.14171578,1518,Z18,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,Z18,begijnen,geen,"Zutphen, Begijnen: Oude Convent","Zutphen, Beguines: Olde Convent"
584,Feature,Point,6.199086316,52.14242982,1518,Z19,zusters des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_5.svg,Z19,zusters des gemenen levens,geen,"Zutphen, Zusters: Rondeel","Zutphen, Susters: Rondeel"
585,Feature,Point,6.198142197,52.14225824,1518,Z20,zusters des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_5.svg,Z20,zusters des gemenen levens,geen,"Zutphen, Zusters des gemenen levens: Adamanshuis","Zutphen, Sisters of the Common Life: Adamanshuis"
586,Feature,Point,6.196159408,52.1437581,1518,Z21,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,Z21,tertiarissen,derde regel van Franciscus,"Zutphen, Tertiarissen: Heer Hendrikshuis","Zutphen, Tertiaries: Heer Hendrikshuis"
587,Feature,Point,6.198654431,52.14514549,1518,Z22,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,Z22,tertiarissen,derde regel van Franciscus,"Zutphen, Tertiarissen: IJzendoorn","Zutphen, Tertiaries: Ijzendoorn"
588,Feature,Point,6.197665723,52.13984567,1518,Z23,zusters,geen,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_5.svg,Z23,zusters,geen,"Zutphen, Tertiarissen: Spittaal","Zutphen, Tertiaries: Spittaal"
589,Feature,Point,6.211111111,52.14416667,1518,Z24,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,Z24,observante franciscanen,regel van Franciscus,"Zutphen, Franciscanen: Galilea","Zutphen, Friars Minor: Galilea"
590,Feature,Point,6.094735179,52.51093224,1518,Z25,regulieren van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_m_1.svg,Z25,regulieren van Windesheim,regel van Augustinus,"Zwolle, Regulieren: Bethlehem","Zwolle, Canons Regular: Bethlehem"
591,Feature,Point,6.092414827,52.51066061,1518,Z26,zusters,geen,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_5.svg,Z26,zusters,geen,"Zwolle, Zusters: Olde Convent","Zwolle, Zusters: Olde Convent"
592,Feature,Point,6.130095208,52.53427111,1518,Z27,regulieren van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_m_1.svg,Z27,regulieren van Windesheim,regel van Augustinus,"Zwolle, Regulieren: Agnietenberg","Zwolle, Canons Regular: Agnietenberg"
593,Feature,Point,6.092211071,52.51083349,1518,Z28,broeders des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_5.svg,Z28,broeders des gemenen levens,geen,"Zwolle, Broeders des gemenen levens: Gregoriushuis","Zwolle, Brethren of the Common Life: Gregoriushuis"
594,Feature,Point,6.132163626,52.4484019,1518,Z29,regulieren van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_m_1.svg,Z29,regulieren van Windesheim,regel van Augustinus,"Zwolle, Regulieren: Windesheim","Zwolle, Canons Regular: Windesheim"
595,Feature,Point,6.095390114,52.51327762,1518,Z30,zusters,geen,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_5.svg,Z30,zusters,geen,"Zwolle, Zusters: Kinderhuis","Zwolle, Zusters: Kinderhuis"
596,Feature,Point,6.095789539,52.51071698,1518,Z31,zusters,geen,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_5.svg,Z31,zusters,geen,"Zwolle, Zusters: Cadenetershuis","Zwolle, Zusters: Cadenetershuis"
597,Feature,Point,6.091820471,52.50845701,1518,Z32,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,Z32,regularissen,regel van Augustinus,"Zwolle, Regularissen: Ter Maat","Zwolle, Canonesses Regular: Ter Maat"
598,Feature,Point,6.099831685,52.51036044,1518,Z33,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,Z33,regularissen,regel van Augustinus,"Zwolle, Regularissen: Ten Busch","Zwolle, Canonesses Regular: Ten Busch"
599,Feature,Point,6.086612799,52.51240203,1518,Z34,zusters,geen,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_5.svg,Z34,zusters,geen,"Zwolle, Zusters: Wytenhuis","Zwolle, Sisters: Wytenhuis"
600,Feature,Point,6.095074643,52.51380215,1518,Z36,dominicanen,regel van Augustinus,d,http://geoplaza.vu.nl/projects/kloosters/svg/diamond_m_1.svg,Z36,dominicanen,regel van Augustinus,"Zwolle, Dominicanen","Zwolle, Dominicans"
