,type,geometry-type,geometry-coordinates-0,geometry-coordinates-1,properties-jaar,properties-klooster_id,properties-orde,properties-regel,properties-orde_en,properties-symbol,properties-idL,properties-ST,properties-KR,properties-TI,properties-TIE
196,Feature,Point,4.633449654,52.3831427,1518,H08,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H08,tertiarissen,derde regel van Franciscus,"Haarlem, Tertiarissen: Ursula","Haarlem, Tertiaries: Ursula"
197,Feature,Point,4.633410389,52.38253219,1518,H09,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H09,tertiarissen,derde regel van Franciscus,"Haarlem, Tertiarissen: Catharina","Haarlem, Tertiaries: Catharina"
198,Feature,Point,4.638408187,52.38284878,1518,H10,gemeenschap van devote priesters,geen,e,http://geoplaza.vu.nl/projects/kloosters/svg/ellipse_m_5.svg,H10,gemeenschap van devote priesters,geen,"Haarlem, Priestergemeenschap: Heer Hugo Goudsmithuis","Haarlem, Community of Priests: Heer Hugo Goudsmithuis"
199,Feature,Point,4.63709401,52.3823474,1518,H11,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,H11,regularissen,regel van Augustinus,"Haarlem, Regularissen: Caecilia","Haarlem, Canonesses Regular: Caecilia"
200,Feature,Point,4.64187225,52.3928809,1518,H12,regulieren van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_m_1.svg,H12,regulieren van Windesheim,regel van Augustinus,"Haarlem, Regulieren: OLV-visitatie","Haarlem, Canons Regular: Maria Visitatie"
201,Feature,Point,4.631341744,52.38377848,1518,H13,norbertijnen,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_1.svg,H13,norbertijnen,regel van Augustinus,"Haarlem, Norbertijnen: Antoniusboomgaard","Haarlem, Premonstratensians: Antoniusboomgaard"
202,Feature,Point,4.631138157,52.37719138,1518,H14,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H14,tertiarissen,derde regel van Franciscus,"Haarlem, Tertiarissen: Michael","Haarlem, Tertiaries: Michael"
203,Feature,Point,4.633611111,52.38111111,1518,H15,cellebroeders,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_1.svg,H15,cellebroeders,regel van Augustinus,"Haarlem, Cellebroeders","Haarlem, Alexians"
204,Feature,Point,4.634497099,52.38387524,1518,H16,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H16,tertiarissen,derde regel van Franciscus,"Haarlem, Tertiarissen: Margaretha","Haarlem, Tertiaries: Margaretha"
205,Feature,Point,4.634173072,52.37689821,1518,H17,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,H17,observante franciscanen,regel van Franciscus,"Haarlem, Franciscanen","Haarlem, Friars Minor"
206,Feature,Point,4.630224069,52.37944841,1518,H18,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H18,tertiarissen,derde regel van Franciscus,"Haarlem, Tertiarissen Sint Clara","Haarlem, Tertiaries: Clara"
207,Feature,Point,4.631141874,52.34750451,1518,H19,cisterciënzers,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_0.svg,H19,cisterciënzers,regel van Benedictus,"Haarlem, Cisterciënzers: Heemstede","Haarlem, Cistercians: Heemstede"
208,Feature,Point,4.631127735,52.37666724,1518,H20,clarissen,regel van Clara,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_2.svg,H20,clarissen,regel van Clara,"Haarlem, Clarissen","Haarlem, Poor Clares"
209,Feature,Point,4.630826424,52.38130133,1518,H21,karmelitessen,regel van de karmelieten,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_4.svg,H21,karmelitessen,regel van de karmelieten,"Haarlem, Karmelitessen","Haarlem, Carmelite Sisters"
210,Feature,Point,4.638828556,52.38365139,1518,H22,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H22,tertiarissen,derde regel van Franciscus,"Haarlem, Tertiarissen: Maria Tenhemelopneming","Haarlem, Tertiaries: Maria Tenhemelopneming"
211,Feature,Point,4.63273921,52.38431924,1518,H23,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H23,tertiarissen,derde regel van Franciscus,"Haarlem, Tertiarissen: Maria Magdalena","Haarlem, Tertiaries: Maria Magdalena"
212,Feature,Point,4.629548092,52.37715895,1518,H24,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H24,tertiarissen,derde regel van Franciscus,"Haarlem, Tertiarissen: Anna","Haarlem, Tertiaries: Anna"
213,Feature,Point,4.639444,52.37889,1518,H25,augustijner eremieten,regel van Augustinus,r,http://geoplaza.vu.nl/projects/kloosters/svg/rectV_m_1.svg,H25,augustijner eremieten,regel van Augustinus,"Haarlem, Augustijner eremieten","Haarlem, Austin Friars"
214,Feature,Point,4.764632,52.002977,1518,H26,regulieren van Sion,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleS_m_1.svg,H26,regulieren van Sion,regel van Augustinus,"Haastrecht, Regulieren: Stein","Haastrecht, Canons regular: Stein"
215,Feature,Point,5.751012533,53.29722262,1518,H27,norbertijnen,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_1.svg,H27,norbertijnen,regel van Augustinus,"Hallum, Norbertijnen: Mariëngaarde","Hallum, Premonstratensians: Mariëngaarde"
216,Feature,Point,5.815760637,53.28054487,1518,H28,cisterciënzerinnen,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_0.svg,H28,cisterciënzerinnen,regel van Benedictus,"Hallum, Cisterciënzerinnen: Nazareth","Hallum, Cistercian Nuns: Nazareth"
217,Feature,Point,6.639791132,52.48073189,1518,H29,cisterciënzers,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_0.svg,H29,cisterciënzers,regel van Benedictus,"Hardenberg, Cisterciënzers: Sibculo","Hardenberg, Cistercians: Sibculo"
218,Feature,Point,5.618622234,52.34989998,1518,H30,franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_2.svg,H30,franciscanen,regel van Franciscus,"Harderwijk, Franciscanen I","Harderwijk, Friars Minor I"
219,Feature,Point,5.621226206,52.35133114,1518,H33,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,H33,regularissen,regel van Augustinus,"Harderwijk, Regularissen: Agnes","Harderwijk, Canonesses Regular: Agnes"
220,Feature,Point,5.614756417,52.34927972,1518,H34,broeders des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_5.svg,H34,broeders des gemenen levens,geen,"Harderwijk, Broeders des gemenen levens: Sint-Gregoriushuis","Harderwijk, Brethren of the Common Life: Gregoriushuis"
221,Feature,Point,5.615292206,52.34833262,1518,H35,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H35,tertiarissen,derde regel van Franciscus,"Harderwijk, Tertiarissen: Clara","Harderwijk, Tertiaries: Clara"
222,Feature,Point,5.618097771,52.34795823,1518,H36,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H36,tertiarissen,derde regel van Franciscus,"Harderwijk, Tertiarissen: Catharina","Harderwijk, Tertiaries: Catharina"
223,Feature,Point,6.60386623,53.19095464,1518,H37,cisterciënzerinnen,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_0.svg,H37,cisterciënzerinnen,regel van Benedictus,"Haren, Cisterciënzerinnen: Jesse","Haren, Cistercian Nuns: Jesse"
224,Feature,Point,5.585400433,51.79782695,1518,H38,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H38,tertiarissen,derde regel van Franciscus,"Haren, Tertiarissen: Bethlehem","Haren, Tertiaries: Bethlehem"
225,Feature,Point,6.128021132,53.20163168,1518,H39,norbertinessen,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_1.svg,H39,norbertinessen,regel van Augustinus,"Harkema, Norbertinessen: Buweklooster","Harkema, Premonstratensian Canonesses: Buweklooster"
226,Feature,Point,4.964093114,52.09069115,1518,H40,johannieters,johannieterregel,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_3.svg,H40,johannieters,johannieterregel,"Harmelen, Johannieters","Harmelen, Knights Hospitaller"
227,Feature,Point,5.583115555,53.07412532,1518,H41,cisterciënzers,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_0.svg,H41,cisterciënzers,regel van Benedictus,"Hartwerd, Cisterciënzers: Bloemkamp","Hartwerd, Cistercians: Bloemkamp"
228,Feature,Point,5.539722222,53.07111111,1518,H42,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H42,tertiarissen,derde regel van Franciscus,"Hartwerd, Tertiarissen: Oegeklooster","Hartwerd, Tertiaries: Oegeklooster"
229,Feature,Point,5.867091755,53.00586225,1518,H43,regulieren van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_m_1.svg,H43,regulieren van Windesheim,regel van Augustinus,"Haskerdijken, Regulieren: Haskerconvent","Haskerdijken, Canons Regular: Haskerconvent"
230,Feature,Point,6.105629839,52.61820581,1518,H44,benedictijnen en benedictinessen,regel van Benedictus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_d_0.svg,H44,benedictijnen en benedictinessen,regel van Benedictus,"Hasselt, Benedictinessen: Zwartewaterklooster","Hasselt, Benedictine Nuns: Zwartewaterklooster"
231,Feature,Point,6.091796101,52.59152057,1518,H45,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H45,tertiarissen,derde regel van Franciscus,"Hasselt, Tertiarissen: Maria","Hasselt, Tertiaries: Maria"
232,Feature,Point,6.050369545,52.49569383,1518,H46,benedictijnen en benedictinessen,regel van Benedictus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_d_0.svg,H46,benedictijnen en benedictinessen,regel van Benedictus,"Hattem, Benedictijner dubbelklooster: Klaarwater","Hattem, Benedictine double monastery: Klaarwater"
233,Feature,Point,4.832305449,51.94193113,1518,H47,regulieren van Sion,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleS_m_1.svg,H47,regulieren van Sion,regel van Augustinus,"Bergambacht, Regulieren: Den Hem","Bergambacht, Canons Regular: Den Hem"
234,Feature,Point,6.076357123,52.44514003,1518,H48,broeders des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_5.svg,H48,broeders des gemenen levens,geen,"Heerde, Broeders des gemenen levens: Hulsbergen","Heerde, Brethren of the Common Life: Hulsbergen"
235,Feature,Point,4.720955916,52.61886067,1518,H50,regulieren van Sion,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleS_m_1.svg,H50,regulieren van Sion,regel van Augustinus,"Heiloo, Regulieren: De Blinken","Heiloo, Canons Regular: De Blinken"
236,Feature,Point,5.657171,51.489723,1518,H51,cisterciënzerinnen,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_0.svg,H51,cisterciënzerinnen,regel van Benedictus,"Helmond, Cisterciënzerinnen: Keizerinnedal / Binderen","Helmond, Cistercian Nuns: Keizerinnedal / Binderen"
237,Feature,Point,5.647735711,51.47461335,1518,H53,regularissen van Venlo,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleV_f_1.svg,H53,regularissen van Venlo,regel van Augustinus,"Helmond, Regularissen: OLV","Helmond, Canonesses regular: Maria"
238,Feature,Point,5.456151364,52.88018844,1518,H54,benedictijnen,regel van Benedictus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_0.svg,H54,benedictijnen,regel van Benedictus,"Hemelum, Benedictinessen, later Benedictijnen: Nicolaas","Hemelum, Benedictine Nuns, later Monks: Nicholas"
239,Feature,Point,5.165940726,51.74904981,1518,H55,norbertijnen,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_1.svg,H55,norbertijnen,regel van Augustinus,"Herpt, Norbertijnen: Berne","Herpt, Premonstratensians: Berne"
240,Feature,Point,5.323752517,51.68805648,1518,H56,wilhelmieten,regel van Benedictus,d,http://geoplaza.vu.nl/projects/kloosters/svg/diamond_m_0.svg,H56,wilhelmieten,regel van Benedictus,"'s-Hertogenbosch, Wilhelmieten: Baseldonk","'s-Hertogenbosch, Hermits of St William: Baseldonk"
241,Feature,Point,5.301888952,51.68868563,1518,H57,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,H57,observante franciscanen,regel van Franciscus,"'s-Hertogenbosch, Franciscanen: Johannes de Doper en Maria Magdalena; na 1645: Megen","'s-Hertogenbosch, Friars: Johannes de Doper en Maria Magdalena; after1645: Megen"
242,Feature,Point,5.307581806,51.68703805,1518,H58,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,H58,begijnen,geen,"'s-Hertogenbosch, Groot Begijnhof","'s-Hertogenbosch, Beguinage: Groot Begijnhof"
243,Feature,Point,5.307369477,51.68916066,1518,H59,dominicanen,regel van Augustinus,d,http://geoplaza.vu.nl/projects/kloosters/svg/diamond_m_1.svg,H59,dominicanen,regel van Augustinus,"'s-Hertogenbosch, Dominicanen: Petrus","'s-Hertogenbosch, Dominicans: Petrus"
244,Feature,Point,5.305277778,51.68638889,1518,H60,tertianen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_2.svg,H60,tertianen,derde regel van Franciscus,"'s-Hertogenbosch, Tertianen (Bogarden)","'s-Hertogenbosch, Male Tertiaries: Bogrden"
245,Feature,Point,5.31083919,51.68823366,1518,H61,clarissen,regel van Clara,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_2.svg,H61,clarissen,regel van Clara,"'s-Hertogenbosch, Clarissen","'s-Hertogenbosch, Poor Clares"
246,Feature,Point,5.301111111,51.68833333,1518,H62,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,H62,begijnen,geen,"'s-Hertogenbosch, Klein Begijnhof","'s-Hertogenbosch, Beguinage: Klein Begijnhof"
247,Feature,Point,5.305555556,51.69,1518,H63,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,H63,regularissen,regel van Augustinus,"'s-Hertogenbosch, Regularissen: Elisabeth van Thüringen","'s-Hertogenbosch, Canonesses Regular : Elisabeth van Thuringen"
248,Feature,Point,5.310484907,51.68952919,1518,H64,zusters des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_5.svg,H64,zusters des gemenen levens,geen,"'s-Hertogenbosch, Zusters des gemenen levens: Ten Orthen","'s-Hertogenbosch, Sisters of the Common Life: Ten Orthen"
249,Feature,Point,5.303523891,51.69045162,1518,H65,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H65,tertiarissen,derde regel van Franciscus,"'s-Hertogenbosch, Tertiarissen: Elisabeth en Agnes","'s-Hertogenbosch, Tertiaries: Elisabeth en Agnes"
250,Feature,Point,5.308242428,51.6863435,1518,H66,cellebroeders,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_1.svg,H66,cellebroeders,regel van Augustinus,"'s-Hertogenbosch, Cellebroeders","'s-Hertogenbosch, Alexians"
251,Feature,Point,5.309978249,51.68709309,1518,H67,cellezusters,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_f_1.svg,H67,cellezusters,regel van Augustinus,"'s-Hertogenbosch, Cellezusters: Nazareth","'s-Hertogenbosch, Alexian Sisters: Nazareth"
252,Feature,Point,5.299654297,51.68852783,1518,H68,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H68,tertiarissen,derde regel van Franciscus,"'s-Hertogenbosch, Tertiarissen: Maria en Barbara","'s-Hertogenbosch, Tertiaries: OLV en Barbara"
253,Feature,Point,5.312312483,51.68847196,1518,H69,broeders des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_5.svg,H69,broeders des gemenen levens,geen,"'s-Hertogenbosch, Broeders des gemenen levens: Gregorius","'s-Hertogenbosch, Brethren of the Common Life: Gregorius"
254,Feature,Point,5.301801453,51.69185579,1518,H71,regularissen van Venlo,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleV_f_1.svg,H71,regularissen van Venlo,regel van Augustinus,"'s-Hertogenbosch, Regularissen: Geertruid","'s-Hertogenbosch, Canonesses Regular: Gertrudis"
255,Feature,Point,5.312733067,51.68643871,1518,H72,regularissen van Venlo,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleV_f_1.svg,H72,regularissen van Venlo,regel van Augustinus,"'s-Hertogenbosch, Regularissen: Bethanië","'s-Hertogenbosch, Canonesses Regular: Bethanië"
256,Feature,Point,5.312733067,51.68643871,1518,H72,regularissen van Venlo,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleV_f_1.svg,H72,regularissen van Venlo,regel van Augustinus,"'s-Hertogenbosch, Regularissen: Bethanië","'s-Hertogenbosch, Canonesses Regular: Bethanië"
257,Feature,Point,5.310521345,51.68929435,1518,H73,broeders des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_5.svg,H73,broeders des gemenen levens,geen,"'s-Hertogenbosch, Broeders des gemenen levens: Ten Orthen","'s-Hertogenbosch, Brethren of the Common Life: Ten Orthen"
258,Feature,Point,5.300800251,51.68571097,1518,H74,kruisheren,regel van Augustinus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_1.svg,H74,kruisheren,regel van Augustinus,"'s-Hertogenbosch, Kruisheren: Catharina","'s-Hertogenbosch, Croziers: Catharina"
259,Feature,Point,5.345619709,51.67895604,1518,H75,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H75,tertiarissen,derde regel van Franciscus,"'s-Hertogenbosch, Tertiarissen: Eikendonk","'s-Hertogenbosch, Tertiaries: Eikendonk"
260,Feature,Point,5.140358369,51.733162,1518,H76,cisterciënzers,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_0.svg,H76,cisterciënzers,regel van Benedictus,"Heusden, Cisterciënzers: Mariënkroon","Heusden, Cistercianss: Mariënkroon"
261,Feature,Point,5.139977109,51.73510579,1518,H77,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H77,tertiarissen,derde regel van Franciscus,"Heusden, Tertiarissen: Catharina","Heusden, Tertiaries: Catharina"
262,Feature,Point,6.9729238,53.30096309,1518,H78,johannieter dubbelklooster,johannieterregel,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_d_3.svg,H78,johannieter dubbelklooster,johannieterregel,"Heveskes, Johannieters: Oosterwierum","Heveskes, Hospitaller Knights and Nuns: Oosterwierum"
263,Feature,Point,4.293875,51.44896,1518,H79,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,H79,regularissen,regel van Augustinus,"Hildernisse, Regularissen","Hildernisse, Canonesses Regular"
264,Feature,Point,6.854553165,53.36509911,1518,H80,benedictijnen en benedictinessen,regel van Benedictus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_d_0.svg,H80,benedictijnen en benedictinessen,regel van Benedictus,"Holwierde, Benedictijner dubbelklooster: Oldenklooster bij den Dam","Holwierde, Benedictine Monks and Nuns: Oldenklooster bij den Dam"
265,Feature,Point,5.061264443,52.64084752,1518,H82,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H82,tertiarissen,derde regel van Franciscus,"Hoorn, Tertiarissen: Agnes","Hoorn, Tertiaries: Agnes"
266,Feature,Point,5.05930169,52.64120205,1518,H83,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H83,tertiarissen,derde regel van Franciscus,"Hoorn, Tertiarissen: Caecilia","Hoorn, Tertiaries: Caecilia"
267,Feature,Point,5.060707465,52.64160703,1518,H84,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H84,tertiarissen,derde regel van Franciscus,"Hoorn, Tertiarissen: Catharina","Hoorn, Tertiaries: Catharina"
268,Feature,Point,5.060901959,52.64110054,1518,H85,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H85,tertiarissen,derde regel van Franciscus,"Hoorn, Tertiarissen: Gertrudis","Hoorn, Tertiaries: Gertrudis"
269,Feature,Point,5.060537738,52.64172885,1518,H86,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H86,tertiarissen,derde regel van Franciscus,"Hoorn, Tertiarissen: OLV","Hoorn, Tertiaries: OLV"
270,Feature,Point,5.057167174,52.643127,1518,H87,kruisheren,regel van Augustinus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_1.svg,H87,kruisheren,regel van Augustinus,"Hoorn, Kruisheren: Pietersdal","Hoorn, Croziers: Pietersdal"
271,Feature,Point,5.064621526,52.64019428,1518,H88,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,H88,regularissen,regel van Augustinus,"Hoorn, Regularissen: Maria Magdalena","Hoorn, Canonesses Regulat: Maria Magdalena"
272,Feature,Point,5.054172314,52.64303387,1518,H89,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H89,tertiarissen,derde regel van Franciscus,"Hoorn, Tertiarissen: Clara","Hoorn, Tertiaries: Clara"
273,Feature,Point,5.634322067,51.86477085,1518,H90,tertianen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_2.svg,H90,tertianen,derde regel van Franciscus,"Horssen, Tertianen: Mariënberg","Horssen, Male Tertiaries: Mariënberg"
274,Feature,Point,4.380202517,51.43191455,1518,H91,wilhelmieten,regel van Benedictus,d,http://geoplaza.vu.nl/projects/kloosters/svg/diamond_m_0.svg,H91,wilhelmieten,regel van Benedictus,"Huijbergen, Wilhelmieten","Huijbergen, Hermits of St William"
275,Feature,Point,5.940989361,51.937197,1518,H92,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,H92,tertiarissen,derde regel van Franciscus,"Huissen, Tertiarissen: Elisabeth","Huissen, Tertiaries: Elisabeth"
276,Feature,Point,4.052595399,51.27979717,1518,H94,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,H94,regularissen,regel van Augustinus,"Hulst, Regularissen: Nieuw Hospitaal","Hulst, Canonesses Regular: Nieuw Hospitaal"
277,Feature,Point,4.05,51.28138889,1518,H95,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,H95,observante franciscanen,regel van Franciscus,"Hulst, Franciscanen","Hulst, Friars Minor"
278,Feature,Point,5.576493346,52.98966605,1518,I01,regularissen,regel van Franciscus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,I01,regularissen,regel van Franciscus,"Idsega, Regularissen: Nazareth","Idsega, Canonesses Regular: Nazareth"
279,Feature,Point,6.274134187,52.66812385,1518,I02,benedictijnen en benedictinessen,regel van Benedictus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_d_0.svg,I02,benedictijnen en benedictinessen,regel van Benedictus,"IJhorst, Benedictijner dubbelklooster: Dikninge","IJhorst, Benedictine Monks and Nuns: Dikninge"
280,Feature,Point,5.62666691,53.00679845,1518,I03,karmelieten,regel van de karmelieten,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_4.svg,I03,karmelieten,regel van de karmelieten,"IJlst, Karmelieten","IJlst, Carmelites"
281,Feature,Point,5.042746506,52.01942945,1518,I04,cisterciënzers,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_0.svg,I04,cisterciënzers,regel van Benedictus,"IJsselstein, Cisterciënzers: OLV-Berg","IJsselstein, Cistercians: OLV-Berg"
282,Feature,Point,5.487612036,51.96022443,1518,I06,johannieters,johannieterregel,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_3.svg,I06,johannieters,johannieterregel,"Ingen, Johannieters","Ingen, Knights Hospitaller"
283,Feature,Point,5.919402006,52.55446807,1518,K02,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,K02,begijnen,geen,"Kampen, Begijnen: Bovenconvent","Kampen, Beguines: Bovenconvent"
284,Feature,Point,5.911807027,52.56153074,1518,K03,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,K03,tertiarissen,derde regel van Franciscus,"Kampen, Tertiarissen: Buitenconvent","Kampen, Tertiaries: Buitenconvent"
285,Feature,Point,5.903658324,52.5634977,1518,K04,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,K04,tertiarissen,derde regel van Franciscus,"Kampen, Tertiarissen: Michael","Kampen, Tertiaries: Michael"
286,Feature,Point,5.901481049,52.56181129,1518,K06,regularissen van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_f_1.svg,K06,regularissen van Windesheim,regel van Augustinus,"Kampen, Regularissen: Brunnepe","Kampen, Canonesses Regular: Brunnepe"
287,Feature,Point,5.915889312,52.55553242,1518,K07,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,K07,tertiarissen,derde regel van Franciscus,"Kampen, Tertiarissen: Agnes","Kampen, Tertiaries: Agnes"
288,Feature,Point,5.918896504,52.5536607,1518,K08,birgitten en birgittinessen,regel van Augustinus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleDown_d_1.svg,K08,birgitten en birgittinessen,regel van Augustinus,"Kampen, Birgitten","Kampen, Bridgettines"
289,Feature,Point,5.916064165,52.55461538,1518,K09,cellebroeders,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_1.svg,K09,cellebroeders,regel van Augustinus,"Kampen, Cellebroeders","Kampen, Alexians"
290,Feature,Point,5.913124654,52.55787298,1518,K10,cellezusters,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_f_1.svg,K10,cellezusters,regel van Augustinus,"Kampen, Cellezusters","Kampen, Alexian Sisters"
